dellignoto, dell'ignoto,
limmaginazione… l'immaginazione…
lavvertiamo l'avvertiamo
quellarredo quell'arredo
dellimmaginazione… dell'immaginazione…
unoccupazione un'occupazione
dattaccarmi d'attaccarmi
dandarla d'andarla
Chio Ch'io
dellordine dell'ordine
lassurdità… l'assurdità…
lassurdità! l'assurdità!
dAvezzano d'Avezzano
queglinsetti quegl'insetti
Allalba All'alba
dellosso dell'osso
dentrarvi, d'entrarvi,
bellabituccio bell'abituccio
dimpuntarsi d'impuntarsi
Nellottobre Nell'ottobre
nellinsegnamento, nell'insegnamento,
lesploratore l'esploratore
sandrebbe s'andrebbe
dapparire d'apparire
Lebbe, L'ebbe,
laspettava! l'aspettava!
sallontana s'allontana
dimpazzire, d'impazzire,
senzarrossire, senz'arrossire,
listupidimento l'istupidimento
dallinsegnamento dall'insegnamento
Quandegli Quand'egli
glimporta gl'importa
ninfischia. n'infischia.
dellumile dell'umile
laccorato l'accorato
devesserle dev'esserle
durgenza, d'urgenza,
Lultimo L'ultimo
cè… c'è…
polessere pol'essere
gni 'gni
onosco 'onosco
oincide. 'oincide.
su su'
osí 'osí
poeromo, poer'omo,
osí, 'osí,
Gnorantaccia, 'Gnorantaccia,
Lamore… L'amore…
Lè L'è
osí! 'osí!
nellandarsene, nell'andarsene,
dalzare d'alzare
sannebbia s'annebbia
quellesercizio quell'esercizio
dalletà dall'età
allovile all'ovile
dargomento d'argomento
lapostata l'apostata
dintravederla, d'intravederla,
nellincanto nell'incanto
lopprimeva; l'opprimeva;
unallodola, un'allodola,
dallemozione, dall'emozione,
unisola un'isola
dAnzio d'Anzio
sarricciava s'arricciava
doccupare d'occupare
dellaltipiano, dell'altipiano,
savviava, s'avviava,
sinternò s'internò
unorfana, un'orfana,
linfame l'infame
glimpedí gl'impedí
dassettarsi d'assettarsi
tassegnano t'assegnano
laddoglia; l'addoglia;
luccide. l'uccide.
lopera, l'opera,
dangina d'angina
dellacido dell'acido
nellaltra. nell'altra.
laggravamento l'aggravamento
dellAvemaria. dell'Avemaria.
lorecchio; l'orecchio;
allufficiale all'ufficiale
labbranca l'abbranca
dellufficiale dell'ufficiale
Laffanno L'affanno
uninterpretazione. un'interpretazione.
maccennò m'accennò
lindignazione, l'indignazione,
aglinquilini agl'inquilini
nellumile nell'umile
mobbligava m'obbligava
maccoglieva m'accoglieva
lammaestramento l'ammaestramento
simmergeva s'immergeva
quellaltezza: quell'altezza:
sinnamorò s'innamorò
lannaffiatojo l'annaffiatojo
dordinargli d'ordinargli
quellombrello quell'ombrello
Cero C'ero
quellessere quell'essere
saccarezzava s'accarezzava
simmischiava s'immischiava
daffitto; d'affitto;
delluccello dell'uccello
lajuto, l'ajuto,
Lobbligo L'obbligo
dagire, d'agire,
dammirazione; d'ammirazione;
lelezione l'elezione
quellavventura quell'avventura
quellazzurro quell'azzurro
linsipienza, l'insipienza,
uninsidia, un'insidia,
unabbondanza un'abbondanza
unefficacia un'efficacia
despressioni, d'espressioni,
nimpadroniva n'impadroniva
Sincaricava S'incaricava
quellaura quell'aura
dellaccoglienza, dell'accoglienza,
unarma un'arma
quellometto. quell'ometto.
quellometto: quell'ometto:
quellasino! quell'asino!
simpuntò, s'impuntò,
leconomia l'economia
sabbagliava s'abbagliava
Centrano! C'entrano!
centra… c'entra…
allisola, all'isola,
dammirarlo, d'ammirarlo,
simpegnò s'impegnò
dErsilia, d'Ersilia,
tantanni. tant'anni.
questangeletto quest'angeletto
settantanni! settant'anni!
dassenso d'assenso
dellamenissima dell'amenissima
unora! un'ora!
Savviò S'avviò
quellavvocato quell'avvocato
labbracciò, l'abbracciò,
mincomodassi m'incomodassi
questincidente. quest'incidente.
dellangusta dell'angusta
Overa Ov'era
Allisola! All'isola!
daggiungere d'aggiungere
quellinfima quell'infima
Luniverso L'universo
lesame l'esame
Tie, Tie',
navvedesse, n'avvedesse,
dargento? d'argento?
laspettavo. l'aspettavo.
allazzurro all'azzurro
tabbiano t'abbiano
lassenza l'assenza
quellingiusto quell'ingiusto
quellozio, quell'ozio,
quellaffetto quell'affetto
Sinchinava, S'inchinava,
dattaccar d'attaccar
QuellAnnicchia, Quell'Annicchia,
lugola. l'ugola.
Leducazione L'educazione
glingrossava gl'ingrossava
allospedale: all'ospedale:
Allospedale? All'ospedale?
dallamorosa dall'amorosa
saffezionasse s'affezionasse
litaliano, l'italiano,
lingenua: l'ingenua:
«Leguaglianza «L'eguaglianza
dellesistenza; dell'esistenza;
po! po'!
sabbandonava, s'abbandonava,
allasino all'asino
quellorecchia, quell'orecchia,
allindirizzo all'indirizzo
dali. d'ali.
Lasino L'asino
dellasino; dell'asino;
simpuntò. s'impuntò.
nellazzurro nell'azzurro
sinsinuava s'insinuava
saffrettava s'affrettava
linvestiva l'investiva
quellannunzio: quell'annunzio:
doro; d'oro;
Minsulti, M'insulti,
dabbandonarla; d'abbandonarla;
maspettavo… m'aspettavo…
dondè dond'è
nellamena nell'amena
quellanima quell'anima
maccuso, m'accuso,
finchella finch'ella
Minchino, M'inchino,
Quelluomo Quell'uomo
va: va':
nellangoscia; nell'angoscia;
quellordinazione. quell'ordinazione.
dintelligenza d'intelligenza
linfermiera, l'infermiera,
ondegli ond'egli
qualchaltra qualch'altra
anchio: anch'io:
sinfrange s'infrange
delloblío… dell'oblío…
dacido d'acido
mandrebbe… m'andrebbe…
mesercitavo m'esercitavo
nelloratoria, nell'oratoria,
saddentò s'addentò
allultimo… all'ultimo…
Preto, Preto',
Preto? Preto'?
Preto…» Preto'…»
leducazione, l'educazione,
Malaccompagnata. Mal'accompagnata.
subriacava s'ubriacava
minsegna m'insegna
labbandonò, l'abbandonò,
dincredibili d'incredibili
dinganni d'inganni
saggirò, s'aggirò,
nellaria. nell'aria.
dingannare, d'ingannare,
quellaria, quell'aria,
dapprender d'apprender
desportazione d'esportazione
dellisola; dell'isola;
dellindustria dell'industria
dellagiatezza dell'agiatezza
allesistenza all'esistenza
dallodio dall'odio
dallinvidia, dall'invidia,
dapprofittarsi d'approfittarsi
dacciajo, d'acciajo,
mezzoretta; mezz'oretta;
Laprí L'aprí
dallarticolo dall'articolo
donestà d'onestà
quellesitazione, quell'esitazione,
larcigna l'arcigna
quellaltra? quell'altra?
quellatto. quell'atto.
Lavrebbe L'avrebbe
doffrire d'offrire
quandecco, quand'ecco,
quellarrestato quell'arrestato
dallalba, dall'alba,
dellaltare, dell'altare,
nellistante nell'istante
dellelevazione. dell'elevazione.
quellorfanotrofio quell'orfanotrofio
dellumanità, dell'umanità,
pa! pa'!
saggrappò s'aggrappò
dellalbero, dell'albero,
nellampia nell'ampia
lorfana. l'orfana.
glintravidero gl'intravidero
Ma, Ma',
ma! ma'!
Daccordo? D'accordo?
dobbedienza. d'obbedienza.
dellestero dell'estero
dellopacità, dell'opacità,
sinnamorano. s'innamorano.
quellantipaticissimo quell'antipaticissimo
quandegli, quand'egli,
Duna D'una
dellaltrui dell'altrui
naccorgesse, n'accorgesse,
dintensa d'intensa
Saccomodi, S'accomodi,
sinchinò s'inchinò
linteresse l'interesse
moffenda, m'offenda,
dallorgasmo dall'orgasmo
quellapparente quell'apparente
dalcunaltra d'alcun'altra
allorecchio, all'orecchio,
delloperazione. dell'operazione.
limpiantito l'impiantito
doggettini d'oggettini
allultimo: all'ultimo:
dallangustia dall'angustia
delluscio: dell'uscio:
lorganista? l'organista?
dordine, d'ordine,
mezzore mezz'ore
lallarme l'allarme
sostinino s'ostinino
dipocrisia. d'ipocrisia.
lamarezza l'amarezza
allanima. all'anima.
lorganista l'organista
davergli d'avergli
sinchina s'inchina
questincorreggibile quest'incorreggibile
dallavvocatino dall'avvocatino
quellimpiantito quell'impiantito
questesclamazione quest'esclamazione
lAricò l'Aricò
LAricò L'Aricò
dalzarsi d'alzarsi
forsanche, fors'anche,
quellarmonia quell'armonia
dordine. d'ordine.
sabbandonano s'abbandonano
limmagine. l'immagine.
questorrore. quest'orrore.
lunghia, l'unghia,
navverto, n'avverto,
quellambascia quell'ambascia
senzaccorgersi senz'accorgersi
dovesse dov'esse
cosaltro. cos'altro.
lha. l'ha.
allAricò all'Aricò
dallavarizia dall'avarizia
quellestate quell'estate
quellantica quell'antica
lobbrobrio l'obbrobrio
quellattesa, quell'attesa,
dedificare d'edificare
dallontanarsi. d'allontanarsi.
nellobbligo nell'obbligo
lamore, l'amore,
dignorarle, d'ignorarle,
quellordine, quell'ordine,
laperto l'aperto
sarrischi s'arrischi
Comha Com'ha
SantAgnese. Sant'Agnese.
tafferra t'afferra
lA. l'A.
nellautunno nell'autunno
trentasei 'trentasei
Vè, V'è,
[Luscita, [L'uscita,
sullultima sull'ultima
lorfana l'orfana
sattacca s'attacca
sattorcono s'attorcono
SantAgnese; Sant'Agnese;
quellovolino quell'ovolino
dinseguimenti, d'inseguimenti,
doggetti d'oggetti
sarrischia s'arrischia
saspetta s'aspetta
quandessi quand'essi
lardire l'ardire
dammirarla d'ammirarla
nellacconciare nell'acconciare
quellimbarazzo quell'imbarazzo
lavvocatino l'avvocatino
saombra. s'aombra.
allavvocato, all'avvocato,
lavvocatino, l'avvocatino,
Glielavverto! Gliel'avverto!
Tuttaltro, Tutt'altro,
davvilir d'avvilir
questavvilimento quest'avvilimento
Tuttaltro! Tutt'altro!
dintenzioni… d'intenzioni…
Lavvocatino L'avvocatino
daccogliere d'accogliere
lAricò, l'Aricò,
limpossibile. l'impossibile.
comè! com'è!
nandrà, n'andrà,
glielavrò gliel'avrò
sallontani s'allontani
sadatti s'adatti
larredo l'arredo
allaltra: all'altra:
deconomia d'economia
larmadietto l'armadietto
dinchiostro; d'inchiostro;
dinsegnar d'insegnar
Quellantipatico Quell'antipatico
dellAricò, dell'Aricò,
dallAricò. dall'Aricò.
dellandrone dell'androne
savvia s'avvia
dosservare d'osservare
safferra s'afferra
stessaria stess'aria
Nellappressarsi Nell'appressarsi
laltro: l'altro:
lindulgenza, l'indulgenza,
daddormentarsi. d'addormentarsi.
sazzuffano s'azzuffano
devessere! dev'essere!
quellorfanella, quell'orfanella,
tantaltro tant'altro
(devesser (dev'esser
sinquadra s'inquadra
comesse com'esse
quellaria; quell'aria;
Saccorge, S'accorge,
naddolora n'addolora
nimpensierisce. n'impensierisce.
dessersene d'essersene
quellavvilimento quell'avvilimento
dospite d'ospite
unincrespatura un'increspatura
quellantico quell'antico
nellosservare nell'osservare
chera, ch'era,
dubriacarsi d'ubriacarsi
lumiltà, l'umiltà,
duna! d'una!
dellImmacolata dell'Immacolata
nellacconciatura, nell'acconciatura,
mintende, m'intende,
Tantè Tant'è
dellEquatore, dell'Equatore,
dellEquatore. dell'Equatore.
tantocchi. tant'occhi.
dellEquatore? dell'Equatore?
doperai, d'operai,
dingegneri, d'ingegneri,
davvocati, d'avvocati,
sattendeva s'attendeva
nellorribile nell'orribile
quellintimo quell'intimo
questorrore quest'orrore
daspetto; d'aspetto;
dalloscura dall'oscura
questindignazione quest'indignazione
quellingrata quell'ingrata
quellanimalone quell'animalone
quellavvocatino quell'avvocatino
allopposto; all'opposto;
mezzaria, mezz'aria,
nellinfinita nell'infinita
TUTTE TUTT'E
lenormità l'enormità
comentrò com'entrò
Allannunzio All'annunzio
daffioramenti d'affioramenti
quellangioletto quell'angioletto
Limportante L'importante
dastanti d'astanti
cheri ch'eri
Questocchiuzzi Quest'occhiuzzi
dallontanarsi d'allontanarsi
chessa, ch'essa,
linvidia; l'invidia;
soppose s'oppose
daddentargliela. d'addentargliela.
sangustiava s'angustiava
lassessore l'assessore
allassessore all'assessore
LOMBRA L'OMBRA
Allinvito All'invito
dintrodursi, d'introdursi,
(Va (Va'
nelluggia nell'uggia
santanima: sant'anima:
senzaggiungere senz'aggiungere
mabbandoni m'abbandoni
quellincubo, quell'incubo,
nellanticamera nell'anticamera
sinteneriva s'inteneriva
quellangosciata quell'angosciata
quellansiosa quell'ansiosa
nientaltro? nient'altro?
quandinvece, quand'invece,
daccettare d'accettare
nellocchio; nell'occhio;
dinesperienza d'inesperienza
questuno quest'uno
vallarmate, v'allarmate,
darrestar d'arrestar
quellamico quell'amico
dellincubo dell'incubo
dattorno, d'attorno,
dallamore dall'amore
davvilimento d'avvilimento
napprofitti? n'approfitti?
lombra. l'ombra.
mallunga, m'allunga,
Lamico L'amico
nellabisso nell'abisso
dIndia: d'India:
taccoppo, t'accoppo,
laccusa: l'accusa:
li l'i
la l'a
navessero n'avessero
quellaspra quell'aspra
nellarmadio. nell'armadio.
sappressava s'appressava
quelloggetto. quell'oggetto.
nellaspettativa nell'aspettativa
simperniasse s'imperniasse
Lincuria, L'incuria,
quellincuria, quell'incuria,
sammolliva, s'ammolliva,
dellIrbio dell'Irbio
dellimpresa. dell'impresa.
dellamministrazione dell'amministrazione
nellaustera nell'austera
dellordine, dell'ordine,
lindicazione l'indicazione
dellufficio. dell'ufficio.
Lillustrissimo L'illustrissimo
alludienza, all'udienza,
dascoltare d'ascoltare
saccaniva s'accaniva
dellora dell'ora
Quellocchio Quell'occhio
quellocchio quell'occhio
Quellocchio, Quell'occhio,
nimporti? n'importi?
dellincomodo dell'incomodo
comElla com'Ella
dellamministrazione. dell'amministrazione.
dindossar d'indossar
Lirritazione L'irritazione
sillude s'illude
dippopotamo, d'ippopotamo,
quellinsolito quell'insolito
senzavvertire, senz'avvertire,
dinvito d'invito
saccinse s'accinse
nellinchinarsi, nell'inchinarsi,
unascella. un'ascella.
Sannodò S'annodò
quellabito; quell'abito;
seffettuava. s'effettuava.
allIstituto all'Istituto
distitutrice, d'istitutrice,
ditaliano: d'italiano:
listitutrice l'istitutrice
nellatrio nell'atrio
dellincredibile dell'incredibile
lascella, l'ascella,
Allultimo All'ultimo
unintima un'intima
Sinchinò S'inchinò
lascella. l'ascella.
lautore… l'autore…
unistitutrice un'istitutrice
simpone… s'impone…
dallaltra… dall'altra…
Limpaccio L'impaccio
lipocrisia l'ipocrisia
dastrarsi d'astrarsi
quelloppressione quell'oppressione
nellintontimento nell'intontimento
quellirritazione quell'irritazione
dannunziare d'annunziare
lufficiale l'ufficiale
dira, d'ira,
Mimmischio, M'immischio,
allestreme all'estreme
Sinterruppe S'interruppe
linteresse! l'interesse!
senzalcuno senz'alcuno
quellinvitato, quell'invitato,
lattorniavano. l'attorniavano.
allapparire all'apparire
pocanzi? poc'anzi?
nellirritazione, nell'irritazione,
Alluomo All'uomo
minganno, m'inganno,
Lumor L'umor
sinacidisce s'inacidisce
Quarantanni, Quarant'anni,
navessi n'avessi
majuta m'ajuta
lansito l'ansito
Lonestà L'onestà
tuttafflitto: tutt'afflitto:
Lombra, L'ombra,
muserebbero m'userebbero
sinchinino s'inchinino
maccoglierà, m'accoglierà,
nellinsonnia, nell'insonnia,
lorfanello l'orfanello
Mimmagino M'immagino
sullampio sull'ampio
Larguzia, L'arguzia,
Tassicuro T'assicuro
comero! com'ero!
«LAngiolina», «L'Angiolina»,
discrizione: d'iscrizione:
sincrudiva. s'incrudiva.
dindefinito d'indefinito
nellalba nell'alba
Quellestate, Quell'estate,
mezzora: mezz'ora:
lamica. l'amica.
quellintimità quell'intimità
dellimpressione dell'impressione
Questanno Quest'anno
dodore. d'odore.
lancora l'ancora
alledificio all'edificio
mimmagino! m'immagino!
dellocchialetto dell'occhialetto
lamica l'amica
quellistinto quell'istinto
dessertene d'essertene
lassente, l'assente,
Sammazzerà, S'ammazzerà,
Maccusi M'accusi
Sinterruppe: S'interruppe:
dinfilar d'infilar
quellattesa quell'attesa
nellultimo nell'ultimo
(comera (com'era
daprire. d'aprire.
dinsistere d'insistere
saccendevano; s'accendevano;
sinfocava s'infocava
dallimprudenza, dall'imprudenza,
Ventanni! Vent'anni!
desservi d'esservi
allorfanotrofio, all'orfanotrofio,
Glielaveva Gliel'aveva
dunape d'un'ape
quelluccellino quell'uccellino
quelluccellino. quell'uccellino.
nellangoscia nell'angoscia
nellumiliazione nell'umiliazione
debbrezza d'ebbrezza
sappuntiva s'appuntiva
senzacqua senz'acqua
unassicella un'assicella
dimmobilità. d'immobilità.
dovrebbessere dovrebb'essere
quellimpostore quell'impostore
lomarino l'omarino
senzetà senz'età
dovessi dov'essi
lhanno, l'hanno,
saggira s'aggira
linterdizione, l'interdizione,
davvertire d'avvertire
Linverosimile, L'inverosimile,
Linverosimile L'inverosimile
nellamore nell'amore
pocanzi, poc'anzi,
dallorrenda dall'orrenda
dattesa d'attesa
Simbatté S'imbatté
savviavano s'avviavano
lostetrico l'ostetrico
Sandrà S'andrà
quellambasciata. quell'ambasciata.
simpensierisca: s'impensierisca:
lamante, l'amante,
dallarmadio, dall'armadio,
lindirizzo: l'indirizzo:
allinciampone, all'inciampone,
Lavrai L'avrai
lesuberanza l'esuberanza
daffetto. d'affetto.
altruomo. altr'uomo.
Lansia, L'ansia,
DARIA D'ARIA
larrestò l'arrestò
nellinerzia nell'inerzia
allordine all'ordine
sullentrare sull'entrare
qualcosaltro, qualcos'altro,
nellalito nell'alito
dinsolito. d'insolito.
dinsolito, d'insolito,
Saccaní S'accaní
duscir d'uscir
quellallegro: quell'allegro:
dimmagini, d'immagini,
duragano, d'uragano,
darmenti d'armenti
Quattranni Quattr'anni
dallidropisia dall'idropisia
dellopera: dell'opera:
dapoplessia, d'apoplessia,
dellultima dell'ultima
lingente l'ingente
vintinse v'intinse
lintesa l'intesa
saccordavano s'accordavano
lEuropa; l'Europa;
unesagerazione un'esagerazione
laltezza; l'altezza;
Nellesuberanza Nell'esuberanza
daffari; d'affari;
centrasse c'entrasse
quellobelisco! quell'obelisco!
allAfrica, all'Africa,
nellimpresa. nell'impresa.
Maspettavo M'aspettavo
questingegnere quest'ingegnere
lalberatura l'alberatura
allodor all'odor
lingegno, l'ingegno,
davanzo d'avanzo
unomerica un'omerica
unequa, un'equa,
Quellomino Quell'omino
lomettino l'omettino
mentrella, mentr'ella,
lasma l'asma
allarmadio all'armadio
silludeva s'illudeva
Saggiusta S'aggiusta
daggiustarsi d'aggiustarsi
cosera? cos'era?
lappassito l'appassito
nellallegra nell'allegra
dappoggiarsi d'appoggiarsi
safferrava s'afferrava
saffacciava s'affacciava
Filome, Filome',
centonze cent'onze
Filome! Filome'!
Centonze, Cent'onze,
allalba; all'alba;
allaspetto, all'aspetto,
quellapparizione, quell'apparizione,
dimpero d'impero
simpostò s'impostò
allindietro all'indietro
linfamità l'infamità
dassaggio d'assaggio
nellanditino nell'anditino
dalba d'alba
allalba. all'alba.
nellandito nell'andito
lardita l'ardita
quellanditino; quell'anditino;
saccese s'accese
unirta un'irta
dindia d'india
Comebbre, Com'ebbre,
quellonda quell'onda
senzaltre senz'altre
dellorecchia dell'orecchia
sadoperava s'adoperava
sinfastidivano. s'infastidivano.
luccello l'uccello
quelluccello quell'uccello
lorecchia l'orecchia
nellimpegno nell'impegno
desonerare d'esonerare
lincinta l'incinta
lerta. l'erta.
darrestarlo. d'arrestarlo.
quellingiustizia quell'ingiustizia
sallontanarono, s'allontanarono,
nandiamo n'andiamo
dinsegnante. d'insegnante.
laltissimo l'altissimo
dospitarlo d'ospitarlo
lalbergatore… l'albergatore…
lalbergatore: l'albergatore:
unimpagabile un'impagabile
quelluno. quell'uno.
dantipirina, d'antipirina,
glippocàstani: gl'ippocàstani:
allalbergatore. all'albergatore.
sacquietava, s'acquietava,
allirritante all'irritante
dellalbergatore, dell'albergatore,
sintende: s'intende:
sinsaccava s'insaccava
Lerba, L'erba,
Lerba! L'erba!
Lerba? L'erba?
lerba? l'erba?
Lerba. L'erba.
sinquietava s'inquietava
lorgano l'organo
queglippocàstani quegl'ippocàstani
daltissimo d'altissimo
mentrero mentr'ero
lalbergatore. l'albergatore.
dellalbergatore. dell'albergatore.
Nero N'ero
lalbergatore, l'albergatore,
allalberguccio, all'alberguccio,
dinfinita d'infinita
Lalbergatore L'albergatore
dorgano, d'organo,
tuttinsieme. tutt'insieme.
lesplorazione l'esplorazione
saccordarono s'accordarono
quellaltezza. quell'altezza.
dospedale, d'ospedale,
allobbligo all'obbligo
lassessore. l'assessore.
dellEccellenza, dell'Eccellenza,
dassessore. d'assessore.
allassessore, all'assessore,
linsulto, l'insulto,
Minsultano, M'insultano,
questobbligo quest'obbligo
dabbandono, d'abbandono,
daccenderla, d'accenderla,
tappiccico t'appiccico
Lappaltatore L'appaltatore
dellilluminazione dell'illuminazione
sabbassano s'abbassano
lho. l'ho.
sarresta, s'arresta,
quellagguantato, quell'agguantato,
simpauriscono, s'impauriscono,
dovè! dov'è!
lapro l'apro
senzaver senz'aver
destrarre d'estrarre
saffierò s'affierò
contressi, contr'essi,
Zi Zi'
dindulgenza d'indulgenza
zi zi'
dellantro dell'antro
lacciajo l'acciajo
comera); com'era);
Te Te'
te, te',
quellammirazione, quell'ammirazione,
savvolgeva s'avvolgeva
dovera; dov'era;
dallimbuto dall'imbuto
dingozzare d'ingozzare
dallantro dall'antro
sintercalava s'intercalava
dequilibrio. d'equilibrio.
cosera; cos'era;
nellaverla nell'averla
ovessa ov'essa
dimprovvisarle d'improvvisarle
Nicu, Nicu',
uningiustizia, un'ingiustizia,
lingrassare. l'ingrassare.
dolivo; d'olivo;
Pa, Pa',
lavverto: l'avverto:
pa, pa',
daffilare; d'affilare;
Pocanzi, Poc'anzi,
pa… pa'…
dubbidire. d'ubbidire.
quellalbero. quell'albero.
lacciottolío l'acciottolío
sintende!) s'intende!)
sincallissero s'incallissero
lOstia l'Ostia
darguzia. d'arguzia.
nellandar nell'andar
allaria! all'aria!
dallerto dall'erto
Sintese S'intese
nellurlante nell'urlante
dalbero, d'albero,
laspersorio l'aspersorio
sinterruppe: s'interruppe:
allinterruzione all'interruzione
quellinfelice, quell'infelice,
allaja. all'aja.
comalito com'alito
unoppressione un'oppressione
senzun senz'un
unasina un'asina
dunaltra d'un'altra
allangoscia, all'angoscia,
satterrí s'atterrí
laprí; l'aprí;
Lincanto L'incanto
daspettare d'aspettare
sullaja, sull'aja,
dellassalto dell'assalto
dellaria. dell'aria.
soffesero. s'offesero.
mezzignude mezz'ignude
loro, l'oro,
mimpensierii m'impensierii
comera. com'era.
dusar d'usar
dallospizio dall'ospizio
quellinfelice. quell'infelice.
laltro) l'altro)
LANGELO L'ANGELO
luscita l'uscita
lilare l'ilare
loscurano; l'oscurano;
losso? l'osso?
losso. l'osso.
Allanima All'anima
nelloliveto nell'oliveto
lacre l'acre
«Allanima «All'anima
unanima: un'anima:
unintricata un'intricata
desilissime d'esilissime
dellAngelo dell'Angelo
linterruzione l'interruzione
gnora 'gnora
Lasina? L'asina?
Comegli Com'egli
dassassini d'assassini
lanimuccia l'animuccia
lasinella l'asinella
dellasina dell'asina
Lasina L'asina
gna 'gna
allanello. all'anello.
Mavrà M'avrà
allanello all'anello
lasinella, l'asinella,
sincamminò. s'incamminò.
dellasinella. dell'asinella.
lAngelo l'Angelo
unallucinazione un'allucinazione
questAngelo quest'Angelo
sappaga s'appaga
ninnamoravano n'innamoravano
dembolia d'embolia
sinterruppe s'interruppe
Linferma L'inferma
nellospedale nell'ospedale
dassistere d'assistere
quellaltra, quell'altra,
Lodore L'odore
quelluscio; quell'uscio;
daprile, d'aprile,
quellibrido quell'ibrido
danimo. d'animo.
lAmerica? l'America?
daffidare d'affidare
quellamoretto quell'amoretto
lamava: l'amava:
simpossessò s'impossessò
quellatroce quell'atroce
nellabbandono nell'abbandono
sindusse s'indusse
dalladorazione dall'adorazione
questadorazione quest'adorazione
dellavaro dell'avaro
quellingordigia quell'ingordigia
simbruttiva s'imbruttiva
lira, l'ira,
saffondava s'affondava
dorrore? d'orrore?
dallabbraccio. dall'abbraccio.
mabbracci? m'abbracci?
dorrore; d'orrore;
labominazione l'abominazione
glinacerbiva gl'inacerbiva
lesame, l'esame,
linfermo; l'infermo;
Va: Va':
linfermo. l'infermo.
nellimmaginare nell'immaginare
nellorrenda nell'orrenda
tuttintento tutt'intento
dassumerne d'assumerne
dallartritide dall'artritide
tantaria tant'aria
Laffetto, L'affetto,
lesempio l'esempio
dellestrema dell'estrema
savvizziva s'avvizziva
Da, Da',
sinterruppe; s'interruppe;
dora? d'ora?
Lebbe L'ebbe
donesti d'onesti
Simpostò S'impostò
mezzoretta, mezz'oretta,
Daver D'aver
quattranni! quattr'anni!
neanchio neanch'io
fossaltro foss'altro
dellajuole dell'ajuole
Quellincanto Quell'incanto
Lamaro L'amaro
Lamore, L'amore,
Lintera L'intera
sattentava s'attentava
lultimo. l'ultimo.
Lajuto L'ajuto
lalterazione l'alterazione
lanniversario l'anniversario
quellammirazione: quell'ammirazione:
Dinverno, D'inverno,
Limpeto L'impeto
Quellanno, Quell'anno,
linganno, l'inganno,
dindolenzimento d'indolenzimento
dellinganno. dell'inganno.
senzabbassare senz'abbassare
Taspetto T'aspetto
dattenderlo d'attenderlo
sappese s'appese
listruzione l'istruzione
sullattenti, sull'attenti,
dincartamenti, d'incartamenti,
dellanimo, dell'animo,
lopposto, l'opposto,
nellenfasi nell'enfasi
deroi, d'eroi,
Sinterruppe. S'interruppe.
mavessero m'avessero
senzaltro; senz'altro;
allantica, all'antica,
quellabbandonato quell'abbandonato
limpazienza l'impazienza
Limpazienza L'impazienza
lattendente l'attendente
daugurii, d'augurii,
daspetto. d'aspetto.
Glienavevano Glien'avevano
damore; d'amore;
senzoffendersene, senz'offendersene,
dimpedirsi d'impedirsi
glieloffendeva. gliel'offendeva.
dallomnibus dall'omnibus
senzira, senz'ira,
sarricciasse s'arricciasse
comintronato com'intronato
senzallentare senz'allentare
dinatteso d'inatteso
laspetti l'aspetti
unamica un'amica
lincentivo l'incentivo
maccompagnò m'accompagnò
majutò m'ajutò
lautomobile l'automobile
nellaffanno nell'affanno
dellangoscia, dell'angoscia,
dellagitazione dell'agitazione
sinvetrarono: s'invetrarono:
dimpazzire… d'impazzire…
Senzinganno Senz'inganno
unattrazione un'attrazione
dellora, dell'ora,
labisso, l'abisso,
Anchio? Anch'io?
dIsotta d'Isotta
Saccomodino. S'accomodino.
dandare: d'andare:
limmaginavo, l'immaginavo,
lesilissima l'esilissima
dintoppi d'intoppi
cera… c'era…
lItalia, l'Italia,
allEsquilino, all'Esquilino,
delleterna dell'eterna
allAccademia; all'Accademia;
lEsquilino l'Esquilino
linno l'inno
dallora: d'allora:
leterno l'eterno
dargento… d'argento…
dallapparenza, dall'apparenza,
dellAccademia dell'Accademia
darpa: d'arpa:
dellAccademia. dell'Accademia.
Forsanche, Fors'anche,
nellesigua nell'esigua
daversi d'aversi
delletà dell'età
quellarietta. quell'arietta.
ovegli ov'egli
sarriva, s'arriva,
duecentonze. duecent'onze.
duecentonze, duecent'onze,
questocchi quest'occhi
santanima. sant'anima.
donze, d'onze,
sarricciano s'arricciano
questufficio quest'ufficio
Shanno S'hanno
dellinferno. dell'inferno.
«unaffacciata», «un'affacciata»,
dellimpaccio dell'impaccio
sacciglia: s'acciglia:
sinterdice s'interdice
ceravate c'eravate
tantanni; tant'anni;
Unintera Un'intera
quellimpeto; quell'impeto;
lantisepsi, l'antisepsi,
lestremo l'estremo
lirta l'irta
vaspetteremo! v'aspetteremo!
questinganno quest'inganno
nellimmensa nell'immensa
dombre d'ombre
lintronamento l'intronamento
dellisola: dell'isola:
davorio: d'avorio:
Lhan L'han
Quantanni? Quant'anni?
glielhanno gliel'hanno
dellinsegnamento dell'insegnamento
dOstetricia d'Ostetricia
bellomone bell'omone
allin all'in
alladorazione all'adorazione
dellarmi dell'armi
dallinizio dall'inizio
dignoranza d'ignoranza
dallinsieme: dall'insieme:
simpone s'impone
quellimpaccio. quell'impaccio.
dipocrisia d'ipocrisia
dignoranza; d'ignoranza;
desperimento. d'esperimento.
donta d'onta
davorio. d'avorio.
lonta l'onta
simmagini! s'immagini!
dindiana, d'indiana,
Lignoranza L'ignoranza
dalleviarli d'alleviarli
